ncbi_id	Size	GC	Not_ACGT	seq_id_version	seq_desc	seq_type	seq_base	Release_Date	Species	Genus	Family	Sequence_Type	Nuc_Completeness	Genotype	Segment	Authors	Publications	Geo_Location	Host	Isolation_Source	Collection_Date	BioSample	GenBank_Title
KX236015	27672	38.15	0	KX236015.1	"Infectious bronchitis virus strain ck/CH/LDL/140709, complete genome"	linear	RNA	2017-02-04T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2014-07		"Infectious bronchitis virus strain ck/CH/LDL/140709, complete genome"
KX236016	27676	38.24	0	KX236016.1	Infectious bronchitis virus strain ck/CH/LHB/090921 complete genome	linear	RNA	2017-02-04T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009-09		Infectious bronchitis virus strain ck/CH/LHB/090921 complete genome
KX247127	27684	38.12	0	KX247127.1	"Infectious bronchitis virus strain ck/CH/LHB/111190, complete genome"	linear	RNA	2017-01-28T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2011		"Infectious bronchitis virus strain ck/CH/LHB/111190, complete genome"
KX247128	27682	38.05	0	KX247128.1	"Infectious bronchitis virus strain ck/CH/LHB/130569, complete genome"	linear	RNA	2017-01-28T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013-05		"Infectious bronchitis virus strain ck/CH/LHB/130569, complete genome"
KX247129	27684	38.17	0	KX247129.1	"Infectious bronchitis virus strain ck/CH/LHB/130337, complete genome"	linear	RNA	2017-01-28T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013-03		"Infectious bronchitis virus strain ck/CH/LHB/130337, complete genome"
KX247130	27685	38.1	0	KX247130.1	"Infectious bronchitis virus strain ck/CH/LHB/120402, complete genome"	linear	RNA	2017-01-28T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2012-04		"Infectious bronchitis virus strain ck/CH/LHB/120402, complete genome"
KX252772	27682	38.11	0	KX252772.1	"Infectious bronchitis virus strain ck/CH/LSHH/03II, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2003		"Infectious bronchitis virus strain ck/CH/LSHH/03II, complete genome"
KX252773	27667	38.15	0	KX252773.1	"Infectious bronchitis virus strain ck/CH/LHB/140542, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2014-05		"Infectious bronchitis virus strain ck/CH/LHB/140542, complete genome"
KX252774	27682	38.06	0	KX252774.1	"Infectious bronchitis virus strain ck/CH/LHB/130589, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013		"Infectious bronchitis virus strain ck/CH/LHB/130589, complete genome"
KX252775	27680	38.02	0	KX252775.1	"Infectious bronchitis virus strain ck/CH/LHB/130628, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013		"Infectious bronchitis virus strain ck/CH/LHB/130628, complete genome"
KX252776	27685	38.16	0	KX252776.1	"Infectious bronchitis virus strain ck/CH/LHB/131144, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013		"Infectious bronchitis virus strain ck/CH/LHB/131144, complete genome"
KX252777	27685	38.1	0	KX252777.1	"Infectious bronchitis virus strain ck/CH/LSD/07I, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2007		"Infectious bronchitis virus strain ck/CH/LSD/07I, complete genome"
KX252778	27677	38.22	0	KX252778.1	"Infectious bronchitis virus strain ck/CH/LJL/05I, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2005		"Infectious bronchitis virus strain ck/CH/LJL/05I, complete genome"
KX252779	27684	38.07	0	KX252779.1	"Infectious bronchitis virus strain ck/CH/LLN/06I, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2006		"Infectious bronchitis virus strain ck/CH/LLN/06I, complete genome"
KX252780	27674	38.17	0	KX252780.1	"Infectious bronchitis virus strain ck/CH/LLN/090312, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009		"Infectious bronchitis virus strain ck/CH/LLN/090312, complete genome"
KX252781	27681	38.08	0	KX252781.1	"Infectious bronchitis virus strain ck/CH/LHB/150619, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2015-06		"Infectious bronchitis virus strain ck/CH/LHB/150619, complete genome"
KX252782	27654	38.21	0	KX252782.1	"Infectious bronchitis virus strain ck/CH/LLN/07I, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2007		"Infectious bronchitis virus strain ck/CH/LLN/07I, complete genome"
KX252783	27680	38.18	0	KX252783.1	"Infectious bronchitis virus strain ck/CH/LHLJ/090510, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009		"Infectious bronchitis virus strain ck/CH/LHLJ/090510, complete genome"
KX252784	27675	38.14	0	KX252784.1	"Infectious bronchitis virus strain ck/CH/LLN/090910, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009		"Infectious bronchitis virus strain ck/CH/LLN/090910, complete genome"
KX252785	27686	38.21	0	KX252785.1	"Infectious bronchitis virus strain ck/CH/LSD/100311, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2010		"Infectious bronchitis virus strain ck/CH/LSD/100311, complete genome"
KX252786	27682	38.14	0	KX252786.1	"Infectious bronchitis virus strain ck/CH/LLN/120605, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2012-06		"Infectious bronchitis virus strain ck/CH/LLN/120605, complete genome"
KX252787	27674	38.29	0	KX252787.1	"Infectious bronchitis virus strain ck/CH/LLN/131040, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013-10		"Infectious bronchitis virus strain ck/CH/LLN/131040, complete genome"
KX252788	27682	38.07	0	KX252788.1	"Infectious bronchitis virus strain ck/CH/LHLJ/08-6, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2008		"Infectious bronchitis virus strain ck/CH/LHLJ/08-6, complete genome"
KX252789	27685	38.12	0	KX252789.1	"Infectious bronchitis virus strain ck/CH/LHLJ/090605, complete genome"	linear	RNA	2017-02-04T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009		"Infectious bronchitis virus strain ck/CH/LHLJ/090605, complete genome"
KX252790	27682	38.21	0	KX252790.1	"Infectious bronchitis virus strain ck/CH/LHLJ/090515, complete genome"	linear	RNA	2017-02-04T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009-05		"Infectious bronchitis virus strain ck/CH/LHLJ/090515, complete genome"
KX252791	27683	38.14	0	KX252791.1	"Infectious bronchitis virus strain ck/CH/LLN/98I, complete genome"	linear	RNA	2017-02-04T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		1998		"Infectious bronchitis virus strain ck/CH/LLN/98I, complete genome"
KX258195	27615	38.06	0	KX258195.1	"Avian coronavirus isolate 23/2013, complete genome"	linear	RNA	2016-08-09T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Brandao,P.E., Ayres,G.R.R., Torres,C.A., Villarreal,L.Y.B., Hora,A.S., Taniwaki,S.A."		Brazil	Gallus gallus	"kidney, abdominal cavity"	2013		"Avian coronavirus isolate 23/2013, complete genome"
KX259248	27685	38.09	0	KX259248.1	"Infectious bronchitis virus strain ck/CH/LHN/101211, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2010		"Infectious bronchitis virus strain ck/CH/LHN/101211, complete genome"
KX259249	27685	38.07	0	KX259249.1	"Infectious bronchitis virus strain ck/CH/LJL/090330, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009		"Infectious bronchitis virus strain ck/CH/LJL/090330, complete genome"
KX259250	27675	38.25	0	KX259250.1	"Infectious bronchitis virus strain ck/CH/LJS/101113, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2010		"Infectious bronchitis virus strain ck/CH/LJS/101113, complete genome"
KX259251	27685	38.07	0	KX259251.1	"Infectious bronchitis virus strain ck/CH/LJS/101237, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2010		"Infectious bronchitis virus strain ck/CH/LJS/101237, complete genome"
KX259252	27685	38.13	0	KX259252.1	"Infectious bronchitis virus strain ck/CH/LJS/110439, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2011		"Infectious bronchitis virus strain ck/CH/LJS/110439, complete genome"
KX259253	27678	38.18	0	KX259253.1	"Infectious bronchitis virus strain ck/CH/LHN/120338, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2012		"Infectious bronchitis virus strain ck/CH/LHN/120338, complete genome"
KX259254	27685	38.28	0	KX259254.1	"Infectious bronchitis virus strain ck/CH/LSD/090314, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009		"Infectious bronchitis virus strain ck/CH/LSD/090314, complete genome"
KX259255	27685	38.1	0	KX259255.1	"Infectious bronchitis virus strain ck/CH/LJS/111111, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2011-11		"Infectious bronchitis virus strain ck/CH/LJS/111111, complete genome"
KX259256	27681	38.09	0	KX259256.1	"Infectious bronchitis virus strain ck/CH/LJS/120552, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2012-05		"Infectious bronchitis virus strain ck/CH/LJS/120552, complete genome"
KX259257	27686	38.13	0	KX259257.1	"Infectious bronchitis virus strain ck/CH/LJS/120848, complete genome"	linear	RNA	2017-02-12T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2012-08		"Infectious bronchitis virus strain ck/CH/LJS/120848, complete genome"
KX266757	27231	38.17	0	KX266757.1	"Infectious bronchitis virus isolate 3575/08, complete genome"	linear	RNA	2016-12-31T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Lin,S.Y., Li,Y.T., Chen,Y.T., Chen,T.C., Chen,H.W."		Taiwan	Gallus gallus		2008		"Infectious bronchitis virus isolate 3575/08, complete genome"
KX272465	27646	37.94	0	KX272465.1	"Infectious bronchitis virus isolate AR251-15, complete genome"	linear	RNA	2017-02-01T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Naguib,M.M., Hoper,D., Arafa,A.S., Setta,A.M., Abed,M., Monne,I., Beer,M., Harder,T.C., Arafa,A.A."	27793730	Sudan	Gallus gallus		12/1/2014		"Infectious bronchitis virus isolate AR251-15, complete genome"
KX275390	27679	38.2	0	KX275390.1	"Infectious bronchitis virus strain ck/CH/LHLJ/141103, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2014-11		"Infectious bronchitis virus strain ck/CH/LHLJ/141103, complete genome"
KX275391	27685	38.2	0	KX275391.1	"Infectious bronchitis virus strain ck/CH/LHLJ/140927, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2014		"Infectious bronchitis virus strain ck/CH/LHLJ/140927, complete genome"
KX275392	27685	38.1	0	KX275392.1	"Infectious bronchitis virus strain ck/CH/LHLJ/110943, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009-11		"Infectious bronchitis virus strain ck/CH/LHLJ/110943, complete genome"
KX275393	27685	38.04	0	KX275393.1	"Infectious bronchitis virus strain ck/CH/LHLJ/130705, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013-07		"Infectious bronchitis virus strain ck/CH/LHLJ/130705, complete genome"
KX275394	27688	37.99	0	KX275394.1	"Infectious bronchitis virus strain ck/CH/LSD08-8, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2008		"Infectious bronchitis virus strain ck/CH/LSD08-8, complete genome"
KX289955	28009	41.78	0	KX289955.1	"Porcine epidemic diarrhea virus isolate HUN/5031/2016, complete genome"	linear	RNA	2017-06-24T00:00:00Z	Porcine epidemic diarrhea virus	Alphacoronavirus	Coronaviridae	GenBank	complete			"Valko,A., Biksi,I., Csagola,A., Tuboly,T., Kiss,K., Ursu,K., Dan,A."	28605965	Hungary	Sus scrofa	abdominal cavity	3/1/2016		"Porcine epidemic diarrhea virus isolate HUN/5031/2016, complete genome"
KX302860	27685	38.06	0	KX302860.1	"Infectious bronchitis virus strain ck/CH/LSD08-7, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2008		"Infectious bronchitis virus strain ck/CH/LSD08-7, complete genome"
KX302861	27675	38.23	0	KX302861.1	"Infectious bronchitis virus strain ck/CH/LJS/131049, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013		"Infectious bronchitis virus strain ck/CH/LJS/131049, complete genome"
KX302862	27642	38.23	0	KX302862.1	"Infectious bronchitis virus strain ck/CH/LJS/101111, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2010-11		"Infectious bronchitis virus strain ck/CH/LJS/101111, complete genome"
KX302863	27675	38.1	0	KX302863.1	"Infectious bronchitis virus strain ck/CH/LSD/090334, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009-03		"Infectious bronchitis virus strain ck/CH/LSD/090334, complete genome"
KX302864	27685	38.13	0	KX302864.1	"Infectious bronchitis virus strain ck/CH/LSD/09091, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009-09		"Infectious bronchitis virus strain ck/CH/LSD/09091, complete genome"
KX302865	27675	38.19	0	KX302865.1	"Infectious bronchitis virus strain ck/CH/LJS/131102, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013		"Infectious bronchitis virus strain ck/CH/LJS/131102, complete genome"
KX302866	27714	38.11	0	KX302866.1	"Infectious bronchitis virus strain ck/CH/LJL/04I, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2004		"Infectious bronchitis virus strain ck/CH/LJL/04I, complete genome"
KX302867	27701	37.98	0	KX302867.1	"Infectious bronchitis virus strain ck/CH/LJL/150430, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2015		"Infectious bronchitis virus strain ck/CH/LJL/150430, complete genome"
KX302868	27610	38.13	0	KX302868.1	"Infectious bronchitis virus strain ck/CH/LHLJ/130744, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013		"Infectious bronchitis virus strain ck/CH/LHLJ/130744, complete genome"
KX302869	27682	38.13	0	KX302869.1	"Infectious bronchitis virus strain ck/CH/LHLJ/090806, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2009-08		"Infectious bronchitis virus strain ck/CH/LHLJ/090806, complete genome"
KX302870	27684	38.18	0	KX302870.1	"Infectious bronchitis virus strain ck/CH/LHLJ/130822, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013		"Infectious bronchitis virus strain ck/CH/LHLJ/130822, complete genome"
KX302871	27685	38.09	0	KX302871.1	"Infectious bronchitis virus strain ck/CH/LHuB/131123, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013		"Infectious bronchitis virus strain ck/CH/LHuB/131123, complete genome"
KX302872	27675	38.15	0	KX302872.1	"Infectious bronchitis virus strain ck/CH/LSD/101115, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2010		"Infectious bronchitis virus strain ck/CH/LSD/101115, complete genome"
KX302873	27681	38.05	0	KX302873.1	"Infectious bronchitis virus strain ck/CH/LJL/140924, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2014		"Infectious bronchitis virus strain ck/CH/LJL/140924, complete genome"
KX302874	27684	38.16	0	KX302874.1	"Infectious bronchitis virus strain ck/CH/LGS/131148, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2013		"Infectious bronchitis virus strain ck/CH/LGS/131148, complete genome"
KX302875	27682	38.12	0	KX302875.1	"Infectious bronchitis virus strain ck/CH/LJL/100512, complete genome"	linear	RNA	2017-02-05T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2010-05		"Infectious bronchitis virus strain ck/CH/LJL/100512, complete genome"
KX344031	30713	36.63	1	KX344031.1	"Human coronavirus OC43 isolate LRTI_238, complete genome"	linear	RNA	2016-09-11T00:00:00Z	Betacoronavirus 1	Betacoronavirus	Coronaviridae	GenBank	complete			"Taboada,B., Isa,P.A., Espinoza,M.A., Aponte,F., Arias-Ortiz,M., Monge-Martinez,J., Rodriguez-Vazque,R., Diaz-Hernandez,F., Zarate-Vidal,F., Wong-Chew,R.M., Firo-Reyes,V., Rio-Almendarez,C., Gaitan-Meza,J., Villasenor-Sierra,A., Martinez-Aguilar,G., Salas-Mier,M.C., Noyola,D.E., Perez-Gonzalez,L.F., Lopez,S., Santos-Preciado,J.I., Arias,C.F."		Mexico	Homo sapiens	oronasopharynx	2/9/2011		"Human coronavirus OC43 isolate LRTI_238, complete genome"
KX348114	27687	38.39	0	KX348114.1	"Infectious bronchitis virus strain ck/CH/LDL/05III, complete genome"	linear	RNA	2017-01-16T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2005		"Infectious bronchitis virus strain ck/CH/LDL/05III, complete genome"
KX348115	27685	38.08	0	KX348115.1	"Infectious bronchitis virus strain ck/CH/LAH/120907, complete genome"	linear	RNA	2017-01-16T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2012-09		"Infectious bronchitis virus strain ck/CH/LAH/120907, complete genome"
KX348116	27688	38.18	0	KX348116.1	"Infectious bronchitis virus strain ck/CH/LBJ/140514, complete genome"	linear	RNA	2017-01-16T00:00:00Z	Avian coronavirus	Gammacoronavirus	Coronaviridae	GenBank	complete			"Xu,Q., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S."		China	Gallus gallus		2014-05		"Infectious bronchitis virus strain ck/CH/LBJ/140514, complete genome"
